index,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats,price_per_kg
4274,Ford Fiesta 1.5 TDCi Titanium,10,590000,80000,Diesel,Individual,Manual,First Owner,25.01,1498.0,89.75,5.0,23590
4275,Hyundai Xcent 1.1 CRDi S,9,350000,120000,Diesel,Individual,Manual,Second Owner,24.4,1120.0,71.0,5.0,14344
4276,Maruti Ignis 1.2 Zeta BSIV,8,484999,30000,Petrol,Individual,Manual,First Owner,20.89,1197.0,81.8,5.0,23216
4277,Tata Indica Vista TDI LS,10,240000,110000,Diesel,Individual,Manual,Second Owner,19.1,1405.0,70.0,5.0,12565
4278,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,17,500000,219000,Diesel,Individual,Manual,Second Owner,12.8,2494.0,102.0,8.0,39062
4279,Maruti Alto 800 LXI,8,300000,80000,Petrol,Individual,Manual,First Owner,24.7,796.0,47.3,5.0,12145
4280,Maruti Ciaz RS ZDi Plus SHVS,9,750000,80000,Diesel,Individual,Manual,First Owner,28.09,1248.0,88.5,5.0,26699
4281,Maruti Swift Dzire VXI,9,574000,35000,Petrol,Individual,Manual,Second Owner,20.85,1197.0,83.14,5.0,27529
4282,Tata Indica Vista Quadrajet 90 VX,12,200000,167000,Diesel,Individual,Manual,First Owner,22.3,1248.0,88.8,5.0,8968
4283,Hyundai Creta 1.6 CRDi SX Option,9,1100000,94000,Diesel,Individual,Manual,First Owner,19.67,1582.0,126.2,5.0,55922
4284,Hyundai Santro Xing GL Plus,13,350000,80000,Petrol,Individual,Manual,First Owner,17.92,1086.0,62.1,5.0,19531
4285,Maruti 800 DX,27,70000,100000,Petrol,Individual,Manual,Second Owner,16.1,796.0,37.0,4.0,4347
4286,Ford Ikon 1.3 Flair,20,120000,90000,Petrol,Individual,Manual,Second Owner,13.8,1299.0,70.0,5.0,8695
4287,Toyota Innova 2.5 G (Diesel) 7 Seater,13,700000,246000,Diesel,Individual,Manual,Second Owner,12.99,2494.0,100.0,7.0,53887
4288,Maruti Baleno Sigma 1.2,6,500000,10000,Petrol,Individual,Manual,First Owner,21.4,1197.0,83.1,5.0,23364
4289,Tata Indigo CS LS (TDI) BS-III,9,370000,90000,Diesel,Individual,Manual,First Owner,19.09,1405.0,69.01,5.0,19381
4290,Tata Tigor 2017-2020 XZ Plus,6,600000,5200,Petrol,Individual,Manual,First Owner,20.3,1199.0,83.81,5.0,29556
4291,Maruti Zen LX - BS III,19,100000,120000,Petrol,Individual,Manual,Second Owner,17.3,993.0,60.0,5.0,5780
4292,Maruti Swift VDI,12,409999,90000,Diesel,Individual,Manual,Second Owner,22.9,1248.0,74.0,5.0,17903
4293,Honda City i VTEC CVT SV,9,750000,50000,Petrol,Individual,Automatic,First Owner,18.0,1497.0,117.3,5.0,41666
4294,Hyundai Grand i10 1.2 Kappa Asta,8,600000,5000,Petrol,Individual,Manual,First Owner,18.9,1197.0,81.86,5.0,31746
4295,Mahindra KUV 100 G80 K8 Dual Tone,7,550000,10500,Petrol,Individual,Manual,First Owner,18.15,1198.0,82.0,6.0,30303
4296,Renault Duster 110PS Diesel RxZ,7,950000,26000,Diesel,Individual,Manual,First Owner,19.6,1461.0,108.45,5.0,48469
4297,Mahindra Scorpio VLX 2WD ABS AT BSIII,11,645000,139000,Diesel,Individual,Automatic,First Owner,11.79,2179.0,120.0,8.0,54707
4298,Mahindra XUV500 W8 2WD,11,750000,60000,Diesel,Individual,Manual,Second Owner,15.1,2179.0,140.0,7.0,49668
4299,Mercedes-Benz New C-Class C 200 Kompressor Elegance MT,19,650000,40000,Petrol,Individual,Manual,First Owner,11.7,1796.0,178.0,5.0,55555
4300,Ford EcoSport 1.5 Ti VCT MT Titanium BSIV,10,800000,25000,Petrol,Individual,Manual,First Owner,15.85,1499.0,110.4,5.0,50473
4301,Toyota Corolla Altis 1.8 J,15,350000,60000,Petrol,Individual,Manual,Second Owner,14.53,1798.0,138.0,5.0,24088
4302,Ford EcoSport 1.5 Ti VCT MT Titanium BSIV,10,700000,25000,Petrol,Individual,Manual,First Owner,15.85,1499.0,110.4,5.0,44164
4303,Maruti Swift Dzire ZXi,14,335000,15000,Petrol,Individual,Manual,First Owner,17.5,1298.0,85.8,5.0,19142
4304,Maruti Swift Dzire LDi,13,270000,110000,Diesel,Individual,Manual,First Owner,19.3,1248.0,73.9,5.0,13989
4305,Hyundai Santro GLS I - Euro II,24,52000,70000,Petrol,Individual,Manual,Second Owner,19.41878335651954,,0.0,,2677
4306,Maruti Swift Dzire ZDi,15,320000,100000,Diesel,Individual,Manual,Second Owner,19.3,1248.0,73.9,5.0,16580
4307,Hyundai Santro Xing XS,18,120000,120000,Petrol,Individual,Manual,First Owner,17.8,1086.0,63.0,5.0,6741
4308,Audi A4 1.8 TFSI,15,730000,55000,Petrol,Individual,Automatic,Second Owner,12.3,1781.0,163.2,5.0,59349
4309,Maruti SX4 Vxi BSIII,18,125000,120000,Petrol,Individual,Manual,Third Owner,15.0,1586.0,104.68,5.0,8333
4310,Maruti Zen Estilo 1.1 LXI BSIII,18,150000,35000,Petrol,Individual,Manual,First Owner,18.2,1061.0,64.0,5.0,8241
4311,Maruti Alto 800 LXI,7,310000,13000,Petrol,Individual,Manual,First Owner,24.7,796.0,47.3,5.0,12550
4312,Maruti Swift Dzire VDI,10,625000,50000,Diesel,Individual,Manual,First Owner,26.59,1248.0,74.0,5.0,23505
4313,Hyundai i10 Magna,13,267000,40000,Petrol,Individual,Manual,First Owner,20.36,1197.0,78.9,5.0,13113
4314,Hyundai i20 Active 1.2 SX Dual Tone,9,600000,25000,Petrol,Individual,Manual,First Owner,17.19,1197.0,81.86,5.0,34904
4315,Maruti Eeco 7 Seater Standard BSIV,14,180000,110000,Petrol,Individual,Manual,Second Owner,15.37,1196.0,73.0,7.0,11711
4316,Toyota Glanza G Smart Hybrid,6,700000,5000,Petrol,Individual,Manual,First Owner,23.87,1197.0,88.5,5.0,29325
4317,Maruti 800 AC,12,121000,50000,Petrol,Individual,Manual,Second Owner,16.1,796.0,37.0,4.0,7515
4318,Hyundai Grand i10 Asta,11,350000,80000,Petrol,Individual,Manual,Third Owner,18.9,1197.0,82.0,5.0,18518
4319,Toyota Innova 2.5 G (Diesel) 8 Seater,13,869999,225000,Diesel,Individual,Manual,Second Owner,12.99,2494.0,100.0,8.0,66974
4339,Maruti Wagon R LX BSIII,17,80000,100000,Petrol,Individual,Manual,Third Owner,17.3,1061.0,64.0,5.0,4624
4340,Hyundai i10 Era 1.1,17,120000,93331,Petrol,Individual,Manual,Second Owner,19.81,1086.0,68.05,5.0,6057
4341,Mahindra Scorpio M2DI,13,370000,120000,Diesel,Individual,Manual,Second Owner,13.5,2179.0,115.0,5.0,27407
4342,Nissan Terrano XL 110 PS,10,750000,70000,Diesel,Individual,Manual,First Owner,19.01,1461.0,108.5,5.0,39452
4343,Mahindra Bolero Power Plus Plus Non AC BSIV PS,10,484999,100000,Diesel,Individual,Manual,First Owner,15.96,2523.0,63.0,9.0,30388
4344,Hyundai Accent CRDi,19,120000,90000,Diesel,Individual,Manual,Second Owner,13.1,1493.0,82.0,5.0,9160
4364,Toyota Fortuner 2.8 4WD AT BSIV,9,3100000,90000,Diesel,Individual,Automatic,First Owner,15.04,2755.0,174.5,7.0,206117
4366,Hyundai Santro LE,23,35000,184000,Petrol,Individual,Manual,Second Owner,19.41878335651954,,0.0,,1802
4367,Maruti Swift Dzire AMT ZXI Plus,6,750000,6500,Petrol,Individual,Automatic,First Owner,21.21,1197.0,81.8,5.0,35360
4368,Maruti Gypsy King ST BSIII,15,350000,80000,Petrol,Individual,Manual,First Owner,11.96,1298.0,80.0,8.0,29264
4369,Mahindra Scorpio VLS 2.2 mHawk,17,400000,100000,Diesel,Individual,Manual,Third Owner,12.05,2179.0,120.0,7.0,33195
4370,Toyota Etios VD,10,570000,120000,Diesel,Individual,Manual,Second Owner,23.59,1364.0,67.05,5.0,24162
4371,Hyundai EON Era Plus,13,180000,120000,Petrol,Individual,Manual,Second Owner,21.1,814.0,55.2,5.0,8530
4372,Opel Astra 1.6,27,68000,110000,Petrol,Individual,Manual,Third Owner,13.1,1598.0,77.0,5.0,5190
4373,Skoda Octavia Classic 1.9 TDI MT,19,280000,150000,Diesel,Individual,Manual,Third Owner,18.7,1896.0,66.0,5.0,14973
4374,Tata Indigo LS,20,90000,120000,Diesel,Individual,Manual,Fourth & Above Owner,16.1,1405.0,70.0,5.0,5590
4375,Mercedes-Benz M-Class ML 250 CDI,10,2600000,100000,Diesel,Individual,Automatic,Second Owner,15.26,2143.0,203.2,5.0,170380
4376,Tata Sumo Gold EX,7,700000,63000,Diesel,Individual,Manual,First Owner,15.3,2956.0,83.83,7.0,45751
4377,Mercedes-Benz GLA Class 200 CDI,9,1850000,40000,Diesel,Individual,Automatic,Second Owner,17.9,2143.0,136.0,5.0,103351
4378,Ford Ecosport 1.5 DV5 MT Titanium,10,685000,109000,Diesel,Dealer,Manual,First Owner,22.7,1498.0,89.84,5.0,30176
4379,Maruti Swift VDI Windsong Limited edition,10,565000,114000,Diesel,Dealer,Manual,First Owner,25.2,1248.0,73.94,5.0,22420
4380,Skoda Octavia Elegance 1.8 TSI AT,8,1600000,33000,Petrol,Dealer,Automatic,Second Owner,14.7,1798.0,177.5,5.0,108843
4381,Hyundai Grand i10 CRDi Asta Option,11,395000,160000,Diesel,Dealer,Manual,Third Owner,24.0,1120.0,70.0,5.0,16458
4382,Hyundai i20 Sportz 1.4 CRDi,12,425000,101000,Diesel,Dealer,Manual,First Owner,21.9,1396.0,88.76,5.0,19406
4383,Volkswagen Vento 1.5 TDI Highline BSIV,6,1350000,5400,Diesel,Dealer,Manual,Test Drive Car,22.27,1498.0,108.6,5.0,60619
4384,Hyundai Tucson 2.0 e-VGT 2WD AT GLS,9,1950000,45000,Diesel,Dealer,Automatic,Second Owner,16.38,1995.0,183.0,5.0,119047
4385,Renault KWID AMT RXL,7,535000,31000,Petrol,Dealer,Automatic,First Owner,24.04,999.0,67.0,5.0,22254
4386,Renault KWID 1.0 RXT Optional,7,500000,31000,Petrol,Dealer,Manual,First Owner,23.01,999.0,67.0,5.0,21729
4387,Maruti Wagon R VXI Opt 1.2,9,434999,55000,Petrol,Dealer,Manual,First Owner,20.52,1197.0,81.8,5.0,21198
4388,Tata Nano XTA,7,250000,55000,Petrol,Dealer,Automatic,First Owner,21.9,624.0,37.48,4.0,11415
4389,Hyundai Verna 1.6 SX,11,700000,117000,Diesel,Dealer,Manual,First Owner,22.32,1582.0,126.32,5.0,31362
4390,BMW 3 Series 320d Luxury Line,15,1100000,102000,Diesel,Dealer,Automatic,First Owner,19.62,1995.0,187.74,5.0,56065
4391,Volkswagen Passat 2.0 TDI AT Highline,13,900000,108000,Diesel,Dealer,Automatic,First Owner,17.42,1968.0,175.0,5.0,51664
4392,Maruti Wagon R VXI 1.2,10,425000,75000,Petrol,Dealer,Manual,First Owner,20.52,1197.0,81.8,5.0,20711
4393,Mercedes-Benz E-Class E 220 CDI Avantgarde,14,1600000,74000,Diesel,Dealer,Automatic,First Owner,10.0,2148.0,170.0,5.0,160000
4394,Ford Figo Titanium Diesel,12,325000,158000,Diesel,Dealer,Manual,First Owner,24.4,1499.0,98.96,5.0,13319
4397,Tata Nexon 1.5 Revotorq XZA Plus,6,1140000,10000,Diesel,Individual,Automatic,First Owner,21.5,1497.0,108.5,5.0,53023
4398,Tata Hexa XE,8,980000,53000,Diesel,Individual,Manual,First Owner,17.6,2179.0,147.94,7.0,55681
4399,Jeep Compass 2.0 Limited Option 4X4,8,1920000,20000,Diesel,Individual,Manual,Second Owner,16.3,1956.0,170.0,5.0,117791
4400,Volkswagen Polo 1.0 TSI Highline Plus,5,808000,5000,Petrol,Individual,Manual,First Owner,18.24,999.0,108.6,5.0,44298
4401,Maruti Swift Dzire VXI,11,550000,30000,Petrol,Individual,Manual,First Owner,19.1,1197.0,85.8,5.0,28795
4402,Maruti Alto LXi,15,215000,64000,Petrol,Individual,Manual,First Owner,19.7,796.0,46.3,5.0,10913
4403,Ford Figo 1.2P Titanium Opt MT,9,512000,10500,Petrol,Individual,Manual,First Owner,18.16,1196.0,86.8,5.0,28193
4404,Maruti Alto LXi,14,215000,50000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5.0,10913
4405,Skoda Rapid 1.6 TDI Elegance,13,500000,60000,Diesel,Individual,Manual,First Owner,20.5,1598.0,103.5,5.0,24390
4406,Skoda Rapid 1.5 TDI Elegance Black Package,10,700000,35000,Diesel,Individual,Manual,First Owner,21.14,1498.0,103.52,5.0,33112
4407,Tata Safari DICOR 2.2 LX 4x2,13,525000,135000,Diesel,Individual,Manual,First Owner,13.93,2179.0,138.03,7.0,37688
4408,Mahindra Scorpio LX BSIV,14,550000,70000,Diesel,Individual,Manual,Second Owner,12.05,2179.0,120.0,9.0,45643
4409,Maruti Vitara Brezza ZDi,9,750000,80000,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.5,5.0,30864
4410,Maruti Celerio X VXI Option BSIV,8,395000,25000,Petrol,Individual,Manual,First Owner,21.63,998.0,67.0,5.0,18261
4411,Hyundai i20 2015-2017 Sportz 1.2,8,675000,5000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,5.0,36290
4412,Hyundai Santro Xing GLS,17,140000,80000,Petrol,Individual,Manual,Third Owner,17.92,1086.0,62.1,5.0,7812
4413,Mahindra Scorpio VLX 2WD BSIV,14,430000,120000,Diesel,Individual,Manual,Second Owner,12.05,2179.0,120.0,8.0,35684
4433,Toyota Etios V,14,270000,167000,Petrol,Individual,Manual,First Owner,19.41878335651954,,0.0,,13904
4435,Maruti Wagon R LXI BS IV,11,300000,10000,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,5.0,14627
4436,Chevrolet Sail Hatchback Diesel,12,355000,68000,Diesel,Individual,Manual,First Owner,22.1,1248.0,76.9,5.0,16063
4437,Maruti Alto 800 VXI,10,180000,35000,Petrol,Individual,Manual,Second Owner,22.74,796.0,47.3,5.0,7915
4440,Tata Indica GLS BS IV,18,125000,50000,Petrol,Individual,Manual,First Owner,15.3,1193.0,65.3,5.0,8169
4441,Maruti Swift VDI BSIV,19,150000,80000,Diesel,Individual,Manual,First Owner,19.41878335651954,,0.0,,7724
4442,Hyundai Santro Xing XL,19,95000,60898,Petrol,Individual,Manual,First Owner,19.41878335651954,,0.0,,4892
4443,Maruti S-Cross 2017-2020 Zeta DDiS 200 SH,7,810000,29700,Diesel,Individual,Manual,First Owner,25.1,1248.0,88.5,5.0,32270
4444,Hyundai i20 1.4 Magna AT,7,671000,20000,Petrol,Individual,Automatic,First Owner,18.6,1368.0,98.63,5.0,36075
4445,Maruti Alto 800 VXI,7,295000,20000,Petrol,Individual,Manual,First Owner,24.7,796.0,47.3,5.0,11943
4446,Maruti Ertiga SHVS ZDI Plus,8,850000,40000,Diesel,Individual,Manual,First Owner,24.52,1248.0,88.5,7.0,34665
4447,Maruti Swift ZDi,12,409999,90000,Diesel,Individual,Manual,First Owner,22.9,1248.0,74.0,5.0,17903
4448,Maruti Ertiga VXI,10,600000,90000,Petrol,Individual,Manual,First Owner,16.02,1373.0,93.7,7.0,37453
4449,Mahindra Bolero 2011-2019 ZLX,10,600000,80000,Diesel,Individual,Manual,First Owner,15.96,2523.0,62.1,7.0,37593
4450,Maruti Wagon R LXI BSIII,13,220000,60000,Petrol,Individual,Manual,Third Owner,18.9,998.0,67.1,5.0,11640
4451,Maruti Swift Dzire VDI,12,550000,56000,Diesel,Individual,Manual,First Owner,23.4,1248.0,74.0,5.0,23504
4452,Mahindra Scorpio EX,11,650000,50000,Diesel,Individual,Manual,First Owner,14.0,2523.0,75.0,8.0,46428
4453,Mahindra Scorpio 2009-2014 EX 2WD 9S,11,655000,50000,Diesel,Individual,Manual,Second Owner,14.0,2523.0,75.0,9.0,46785
4454,Tata Sumo GX 7 Str BSII,19,130000,74000,Diesel,Individual,Manual,First Owner,13.7,1948.0,68.0,7.0,9489
4455,Renault Duster 110PS Diesel RxL,11,400000,123000,Diesel,Individual,Manual,First Owner,19.01,1461.0,108.45,5.0,21041
4456,Maruti Swift 1.3 LXI,18,250000,60000,Petrol,Individual,Manual,Third Owner,19.41878335651954,,0.0,,12874
4457,Maruti Alto LXi,16,155000,54000,Petrol,Individual,Manual,First Owner,19.7,796.0,46.3,5.0,7868
4458,Tata Indigo CS eGLS BS IV,12,250000,50000,Petrol,Individual,Manual,First Owner,15.64,1193.0,64.1,5.0,15984
4459,Hyundai Grand i10 Sportz,11,400000,80000,Petrol,Individual,Manual,Second Owner,18.9,1197.0,82.0,5.0,21164
4460,Datsun GO A Option Petrol,6,500000,10000,Petrol,Individual,Manual,First Owner,19.02,1198.0,67.05,5.0,26288
4461,Hyundai Santro Sportz AMT BSIV,7,565000,10000,Petrol,Individual,Automatic,First Owner,20.3,1086.0,68.0,5.0,27832
4462,Ford EcoSport 1.5 Diesel Titanium BSIV,7,900000,40000,Diesel,Individual,Manual,First Owner,23.0,1498.0,98.96,5.0,39130
4463,Mahindra Bolero Power Plus SLE,8,650000,120000,Diesel,Individual,Manual,First Owner,16.5,1493.0,70.0,7.0,39393
4464,Mahindra Bolero 2011-2019 ZLX,12,600000,45000,Diesel,Individual,Manual,First Owner,15.96,2523.0,62.1,7.0,37593
4465,Maruti Swift Dzire VDI,7,800000,35000,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.02,5.0,28169
4466,Hyundai i20 Sportz 1.4 CRDi,10,575000,60000,Diesel,Individual,Manual,First Owner,22.54,1396.0,88.73,5.0,25510
4467,Ford Figo 1.5P Titanium AT,9,550000,40000,Petrol,Individual,Automatic,First Owner,17.01,1499.0,110.4,5.0,32333
4468,Maruti SX4 Vxi BSIV,14,190000,80000,Petrol,Individual,Manual,Third Owner,15.5,1586.0,103.3,5.0,12258
4469,Ford EcoSport 1.5 Diesel Trend Plus BSIV,8,750000,37000,Diesel,Individual,Manual,First Owner,23.0,1498.0,98.96,5.0,32608
4470,Maruti Baleno Delta 1.2,7,625000,22000,Petrol,Individual,Manual,First Owner,21.4,1197.0,83.1,5.0,29205
4471,Hyundai i20 1.4 Asta,7,799000,60000,Diesel,Individual,Manual,Second Owner,22.54,1396.0,88.73,5.0,35448
4472,Maruti Wagon R VXI BS IV,12,300000,57000,Petrol,Individual,Manual,Second Owner,20.51,998.0,67.04,5.0,14627
4473,Maruti Ciaz 1.4 Alpha,8,850000,27000,Petrol,Individual,Manual,First Owner,20.73,1373.0,91.1,5.0,41003
4474,Chevrolet Spark 1.0 LT,13,130000,70000,Petrol,Individual,Manual,First Owner,18.0,995.0,62.0,5.0,7222
4475,Maruti Alto K10 2010-2014 VXI,14,229999,40000,Petrol,Individual,Manual,Second Owner,20.92,998.0,67.1,5.0,10994
4476,Maruti Celerio ZXI,10,400000,60000,Petrol,Individual,Manual,First Owner,23.1,998.0,67.04,5.0,17316
4477,Mahindra Thar CRDe,7,900000,35000,Diesel,Individual,Manual,First Owner,16.55,2498.0,105.0,6.0,54380
4478,Mahindra Scorpio 1.99 S4,10,800000,70000,Diesel,Individual,Manual,First Owner,15.4,1997.0,120.0,7.0,51948
4479,Hyundai EON Era Plus,10,250999,43000,Petrol,Individual,Manual,Second Owner,21.1,814.0,55.2,5.0,11895
4480,Tata Manza Aqua Safire,14,250000,110000,Petrol,Individual,Manual,Second Owner,15.0,1368.0,90.0,5.0,16666
4481,Fiat Punto 1.2 Active,16,100000,100000,Petrol,Individual,Manual,Second Owner,15.7,1172.0,67.0,5.0,6369
4482,Maruti Swift VXI Optional,9,450000,64000,Petrol,Individual,Manual,First Owner,20.4,1197.0,81.8,5.0,22058
4483,Renault Duster 85PS Diesel STD,8,575000,96000,Diesel,Individual,Manual,First Owner,19.87,1461.0,83.8,5.0,28938
4484,Renault Duster 85PS Diesel RxL Optional,12,400000,96000,Diesel,Individual,Manual,First Owner,20.46,1461.0,83.8,5.0,19550
4485,Maruti Celerio X ZXI BSIV,6,480000,7600,Petrol,Individual,Manual,First Owner,21.63,998.0,67.0,5.0,22191
4486,Maruti Celerio X ZXI BSIV,6,490000,7000,Petrol,Individual,Manual,First Owner,21.63,998.0,67.0,5.0,22653
4487,Tata Indigo LX,18,150000,120000,Diesel,Individual,Manual,Second Owner,17.0,1405.0,70.0,5.0,8823
4488,Tata Bolt Quadrajet XM,8,600000,50000,Diesel,Individual,Manual,First Owner,22.95,1248.0,74.0,5.0,26143
4489,Hyundai Xcent 1.1 CRDi SX Option,10,500000,50000,Diesel,Individual,Manual,Second Owner,24.4,1120.0,71.0,5.0,20491
4490,Tata Zest Quadrajet 1.3 Anniversary Edition,10,425000,80000,Diesel,Individual,Manual,First Owner,23.0,1248.0,88.7,5.0,18478
4491,Hyundai Accent DLS,22,108000,200000,Diesel,Individual,Manual,Second Owner,13.1,1493.0,82.0,5.0,8244
4492,Toyota Innova 2.5 ZX Diesel 7 Seater BSIII,10,1030000,190000,Diesel,Individual,Manual,First Owner,12.99,2494.0,100.6,7.0,79291
4493,Maruti Wagon R VXI Optional,10,360000,34000,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,5.0,17552
4494,Volkswagen Polo Petrol Comfortline 1.2L,13,290000,80000,Petrol,Individual,Manual,Second Owner,16.47,1198.0,73.9,5.0,17607
4496,Maruti Esteem DI,22,70000,20000,Diesel,Individual,Manual,First Owner,15.9,1527.0,57.0,5.0,4402
4497,Tata Sumo CX,13,320000,70000,Diesel,Individual,Manual,Second Owner,15.3,2956.0,83.8,7.0,20915
4500,Hyundai Verna 1.6 SX CRDi (O),11,755000,29340,Diesel,Individual,Manual,First Owner,22.32,1582.0,126.32,5.0,33826
4501,Ford Figo Diesel LXI,14,215000,120000,Diesel,Individual,Manual,First Owner,20.0,1399.0,68.0,5.0,10750
4502,Toyota Innova 2.5 G4 Diesel 7-seater,14,735000,200000,Diesel,Individual,Manual,Second Owner,12.8,2494.0,102.0,7.0,57421
4503,Hyundai i10 Era,18,190000,70000,Petrol,Individual,Manual,Second Owner,19.81,1086.0,68.05,5.0,9591
4504,Toyota Innova 2.5 VX (Diesel) 8 Seater,11,1365000,80800,Diesel,Individual,Manual,Second Owner,12.99,2494.0,100.6,8.0,105080
4505,Honda Jazz 1.2 VX i VTEC,7,675000,24265,Petrol,Dealer,Manual,First Owner,18.7,1199.0,88.7,5.0,36096
4506,Maruti Swift Dzire VDI,11,438999,81000,Diesel,Dealer,Manual,First Owner,23.4,1248.0,74.0,5.0,18760
4507,Renault Lodgy Stepway 110PS RXZ 7S,10,550000,240000,Diesel,Individual,Manual,First Owner,19.98,1461.0,108.5,7.0,27527
4508,Maruti Swift Dzire VXI,12,409999,35000,Petrol,Individual,Manual,First Owner,19.1,1197.0,85.8,5.0,21465
4509,Renault KWID RXT Optional,6,350000,15000,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5.0,13905
4510,Chevrolet Beat Diesel,13,135000,49000,Diesel,Individual,Manual,Third Owner,25.44,936.0,57.6,5.0,5306
4511,Toyota Innova Crysta 2.4 GX MT 8S BSIV,9,1490000,56900,Diesel,Individual,Manual,Second Owner,13.68,2393.0,147.8,8.0,108918
4512,Maruti Swift VDI BSIV,11,520000,70000,Diesel,Individual,Manual,Second Owner,25.2,1248.0,74.0,5.0,20634
4513,Maruti Swift Dzire VDi,15,315000,180000,Diesel,Individual,Manual,First Owner,19.3,1248.0,73.9,5.0,16321
4514,Maruti A-Star Lxi,15,235000,50000,Petrol,Individual,Manual,First Owner,19.0,998.0,66.1,5.0,12368
4515,Hyundai Accent GLE,20,80500,50000,Petrol,Individual,Manual,Third Owner,13.2,1495.0,94.0,5.0,6098
4516,Maruti Ritz VDi,12,375000,88200,Diesel,Individual,Manual,First Owner,23.2,1248.0,73.94,5.0,16163
4517,Maruti Swift VXi BSIV,19,189000,93000,Petrol,Individual,Manual,Second Owner,16.1,1197.0,85.0,5.0,11739
4518,Honda Amaze E Option i-DTEC,8,550000,120000,Diesel,Individual,Manual,First Owner,25.8,1498.0,98.6,5.0,21317
4519,Ford Fiesta EXi 1.4 TDCi Ltd,14,260000,110000,Diesel,Individual,Manual,Second Owner,17.8,1399.0,68.0,5.0,14606
4540,Maruti Alto K10 VXI,10,300000,40000,Petrol,Individual,Manual,First Owner,23.95,998.0,67.05,5.0,12526
4541,Honda City 1.5 S Inspire,15,350000,120000,Petrol,Individual,Manual,Second Owner,17.0,1497.0,118.0,5.0,20588
4542,Maruti Omni LPG STD BSIV,26,70000,100000,LPG,Individual,Manual,Fourth & Above Owner,19.41878335651954,,0.0,,3604
4543,Maruti Vitara Brezza ZDi,6,892000,10000,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.5,5.0,36707
4544,Fiat Grande Punto Sport 90BHP,13,285000,70000,Diesel,Individual,Manual,Second Owner,20.3,1248.0,92.0,5.0,14039
4545,Hyundai i10 Magna LPG,13,300000,60000,LPG,Individual,Manual,First Owner,19.2,1086.0,68.05,5.0,15625
4546,Maruti Ciaz VDI SHVS,9,620000,90000,Diesel,Individual,Manual,First Owner,28.09,1248.0,88.5,5.0,22071
4547,Maruti Vitara Brezza ZDi,8,750000,90000,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.5,5.0,30864
4548,Maruti Alto 800 LXI,9,270000,35000,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,5.0,11873
4550,Hyundai Santro Xing GLS,13,300000,40000,Petrol,Individual,Manual,Second Owner,17.92,1086.0,62.1,5.0,16741
4553,Tata Indigo CS eLX BS IV,14,220000,80000,Diesel,Individual,Manual,First Owner,23.03,1396.0,69.0,5.0,9552
4554,Maruti SX4 Vxi BSIV,13,260000,99000,Petrol,Individual,Manual,Second Owner,15.5,1586.0,103.3,5.0,16774
4555,Maruti Swift AMT VXI,6,600000,7500,Petrol,Individual,Automatic,First Owner,21.21,1197.0,81.8,5.0,28288
4556,Tata Nano XE,10,80000,60000,Petrol,Individual,Manual,First Owner,23.9,624.0,37.48,4.0,3347
